time_ps,amplitude
0,0.000012255341889241578
25,-0.000012506921228583065
50,0.000012767535136172429
75,-0.00001303759808215106
100,0.000013317632708797384
125.00000000000001,-0.000013608115562846897
150,0.000013909634398328773
175.00000000000003,-0.00001422273806979346
200,0.000014548090637667807
225,-0.00001488632555200923
250.00000000000003,0.000015238196660660562
275.00000000000006,-0.00001560443684071482
300,0.000015985906044293367
325,-0.00001638345457144965
350.00000000000006,0.00001679806833392157
375,-0.00001723073701180833
400,0.000017682596774609328
425.00000000000006,-0.00001815480363008305
450,0.000018648673919759958
475,-0.000019165563256861037
500.00000000000006,0.00001970700521898849
525,-0.000020274596391566485
550.0000000000001,0.000020870133822294502
575,-0.000021495506851537266
600,0.000022152834087092445
625,-0.00002284436292996906
650,0.000023572607097255013
675,-0.000024340255067796305
700.0000000000001,0.00002515030955815607
725,-0.000026006006558887153
750,0.000026910958701585876
775,-0.000027869087194020196
800,0.000028884771781706025
825,-0.00002996279881063368
850.0000000000001,0.00003110852160072202
875.0000000000001,-0.00003232782921416797
900,0.000033627322702335524
925,-0.000035014311165746544
950,0.00003649701180093447
975,-0.00003808458287608917
1000.0000000000001,0.000039787359265728024
1025,-0.000041616936642599855
1050,0.00004358646003473496
1075,-0.000045710780877459456
1100.0000000000002,0.00004800682540308937
1125,-0.00005049385797593013
1150,0.000053193971172472205
1175,-0.0000561325081654917
1200,0.00005933874138085134
1225,-0.00006284653929992381
1250,0.00006669534336264176
1275,-0.00007093122113048717
1300,0.00007560832652430625
1325,-0.00008079058270159907
1350,0.00008655394833907506
1375,-0.00009298916217277586
1400.0000000000002,0.00010020539920078076
1425.0000000000002,-0.00010833487456483967
1450,0.00011753899190682278
1475,-0.00012801634852441246
1500,0.00014001356176752142
1525,-0.00015383981934015035
1550,0.00016988697714986038
1575,-0.00018865748271369763
1600,0.00021080408813489387
1625,-0.00023718714802942406
1650,0.0002689592849498471
1675,-0.0003076932423549719
1700.0000000000002,0.00035558043152445135
1725.0000000000002,-0.00041574864356655147
1750.0000000000002,0.0004927890756128753
1775,-0.0005936675905309968
1800,0.00072938084825528
1825,-0.0009181531362187854
1850,0.001192087932626242
1875.0000000000002,-0.001612403060530561
1900,0.0023091042771113063
1924.9999999999998,-0.0036049299409697667
1950,0.006530347904196331
1975,-0.01652039097865517
2000.0000000000002,0.7202945368440568
2025,0.28984727033368773
2050,-0.1223265735147876
2075,0.12707945281676047
2100,-0.08568961225840843
2125,0.07837379724726024
2150,-0.05321256939279051
2175,0.04483336636151791
2200.0000000000005,-0.027100614972311976
2225,0.020198569283427004
2250,-0.007695982884566188
2275,0.0030942912063535166
2300,0.00519261132750104
2325,-0.007386721268615393
2350,0.012259103899223689
2375,-0.012345095638203962
2400,0.014606023060004358
2425,-0.013115047830658755
2450,0.013577166996230905
2475.0000000000005,-0.011132769245551177
2500,0.010559816595323568
2525.0000000000005,-0.007761363907719643
2550,0.00679882582390845
2575,-0.004133963758281567
2600,0.003256866113317214
2625,-0.0010501110072429487
2650,0.0005409645937232144
2675,0.001059346642451553
2700,-0.0010995745128209444
2725,0.002100397807633936
2750,-0.0017143912139069295
2775,0.0022335475057690957
2800.0000000000005,-0.001553688426171207
2825,0.001764694599185379
2850.0000000000005,-0.000956084549770253
2875,0.0010356801340410948
2900,-0.0002479456839225014
2925,0.0003364115038078097
2950,0.0003278797085055629
2975,-0.00014784799343980914
3000,0.0006451451449444034
3025,-0.00035063911595234476
3050,0.0006908199418547145
3075.0000000000005,-0.00030589344282461184
3100,0.0005346436467855709
3125.0000000000005,-0.00010918316643615533
3150,0.0002857165916854143
3175.0000000000005,0.00012677270049676892
3200,0.000050094510650966484
3225,0.000309538901435813
3250,-0.00009957335172672277
3275,0.00038896309846458976
3300,-0.00013721935604760205
3325,0.00036157147879078977
3350,-0.00007962445513798322
3375,0.00025994643996196665
